ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
2132742	4606093661621	Майка gloria jeans 20342 трикотаж желтый стена 6/116	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132743	4606093661638	Майка gloria jeans 20342 трикотаж желтый стена 7/128	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132744	4606093661645	Майка gloria jeans 20342 трикотаж желтый стена 8/140	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132745	4606093661737	Майка gloria jeans 20342 трикотаж розовый стена 10/146	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132746	4606093661744	Майка gloria jeans 20342 трикотаж розовый стена 12/158	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132747	4606093661751	Майка gloria jeans 20342 трикотаж розовый стена 14/164	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132748	4606093661683	Майка gloria jeans 20342 трикотаж розовый стена 4/104	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132749	4606093661690	Майка gloria jeans 20342 трикотаж розовый стена 5/110	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132750	4606093661706	Майка gloria jeans 20342 трикотаж розовый стена 6/116	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132751	4606093661713	Майка gloria jeans 20342 трикотаж розовый стена 7/128	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132752	4606093661720	Майка gloria jeans 20342 трикотаж розовый стена 8/140	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132753	4606093683081	Майка gloria jeans 20354 трикотаж розовый вкусная 10/146	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132754	4606093683098	Майка gloria jeans 20354 трикотаж розовый вкусная 12/158	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132755	4606093683104	Майка gloria jeans 20354 трикотаж розовый вкусная 14/164	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132756	4606093683036	Майка gloria jeans 20354 трикотаж розовый вкусная 4/104	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132757	4606093683043	Майка gloria jeans 20354 трикотаж розовый вкусная 5/110	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132758	4606093683050	Майка gloria jeans 20354 трикотаж розовый вкусная 6/116	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132759	4606093683067	Майка gloria jeans 20354 трикотаж розовый вкусная 7/128	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132760	4606093683074	Майка gloria jeans 20354 трикотаж розовый вкусная 8/140	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132761	4606093683005	Майка gloria jeans 20354 трикотаж салатный вкусная 10/146	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132762	4606093683012	Майка gloria jeans 20354 трикотаж салатный вкусная 12/158	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132763	4606093683029	Майка gloria jeans 20354 трикотаж салатный вкусная 14/164	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
2132764	4606093682954	Майка gloria jeans 20354 трикотаж салатный вкусная 4/104	756413	Одежда и обувь (folder)/Майка	2088436	Gloria Jeans
