ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
2232196	9785490002598	Азбукварик зайчонок и его друзья	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
2233152	9785402000933	Азбукварик играй и размышляй	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
4970029	4680019282251	Азбукварик игрушка музыкальная пианино волшебные нотки 225-1	1	Неклассифицированные/default	4970022	Азбукварик
4970030	4680019282114	Азбукварик игрушка музыкальная пианино клубничка 211-4	1	Неклассифицированные/default	4970022	Азбукварик
2234005	9785490002307	Азбукварик искалочка	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
677533	9785402005150	Азбукварик как мы говорим шумный зоопарк /36	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
2234237	9785402016200	Азбукварик какой чудесный день!	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
2234657	4630014080062	Азбукварик караоке с мультяшками (микрофон) /80	980	Игрушки (folder)/Игрушка	1224661	Азбукварик (Белфакс)
777296	9785402008939	Азбукварик картинка к картинке наш зоопарк /44	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
777297	9785402008953	Азбукварик картинка к картинке наш лес /44	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
677534	9785402009028	Азбукварик картинка к картинке наша ферма /44	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
1657094	9785490001348	Азбукварик картинки-половинки быстрые машины /40	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1956479	9785490000976	Азбукварик картинки-половинки быстрые машины /40 #2	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421562	9785490002314	Азбукварик картинки-половинки быстрые машины /40 #3	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657095	9785490001409	Азбукварик картинки-половинки животные-помощники /40	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1956480	9785490000785	Азбукварик картинки-половинки животные-помощники /40 #2	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657096	9785490000808	Азбукварик картинки-половинки лесные дорожки /40	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421563	9785490002338	Азбукварик картинки-половинки лесные дорожки /40 #2	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657097	9785490001362	Азбукварик картинки-половинки разные фигурки /40	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1956481	9785490000853	Азбукварик картинки-половинки разные фигурки /40 #2	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421564	9785490002291	Азбукварик картинки-половинки разные фигурки /40 #3	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657098	9785490001324	Азбукварик картинки-половинки яркие краски /40	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1956482	9785490000303	Азбукварик картинки-половинки яркие краски /40 #2	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421565	9785490002277	Азбукварик картинки-половинки яркие краски /40 #3	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657099	9785490001379	Азбукварик карусельки вот мои игрушки /50	980	Игрушки (folder)/Игрушка	1224661	Азбукварик (Белфакс)
2421566	9785490002796	Азбукварик карусельки вот мои игрушки /60	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421567	9785490002819	Азбукварик карусельки вот мои машинки /60	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421568	9785490002857	Азбукварик карусельки живем в лесу /60	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657100	9785490001355	Азбукварик карусельки живем на ферме /50	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2421569	9785490002833	Азбукварик карусельки живем на ферме /60	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1224724	9785402000407	Азбукварик книга вот так буквы с фломастерами (тв)	205408	Полиграфия (folder)/Книги	727664	Нева-Пресс
677535	9789854077871	Азбукварик книга для почемучек давным-давно /72	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
677536	9789854078502	Азбукварик книга для почемучек животные /72	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
1225460	9785402000285	Азбукварик книга куда спешат машины? магнитная доска (тв)	205408	Полиграфия (folder)/Книги	727664	Нева-Пресс
2258800	4600947004008	Азбукварик книга лаллманд г. сезанн	205408	Полиграфия (folder)/Книги	1224661	Азбукварик (Белфакс)
727880	9785402000537	Азбукварик книга мецгер у Бабушки в гостях.забавные фигурки	205408	Полиграфия (folder)/Книги	1224661	Азбукварик (Белфакс)
1963311	9785402006638	Азбукварик книга океана (великаны) (20x32)	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1225575	9785402000278	Азбукварик книга ребятам о зверятах магнитная доска (тв)	205408	Полиграфия (folder)/Книги	1224661	Азбукварик (Белфакс)
2260306	9785402007901	Азбукварик книга-игрушка стильные сумочки	205408	Полиграфия (folder)/Книги	1224661	Азбукварик (Белфакс)
677537	9785474005997	Азбукварик книга-Мой кукольный театр Маша и медведь /30	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
2235788	9785402018556	Азбукварик когда мои друзья со мной	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
2846029	9785906764416	Азбукварик когда мои друзья со мной 64416	1	Неклассифицированные/default	4970022	Азбукварик
1956483	9785402014091	Азбукварик колесо фортуны животные и растения /36	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2231781	9785402017849	Азбукварик колесо фортуны животные и растения /36 #2	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
1956484	9785402014183	Азбукварик колесо фортуны тайны нашей планеты /36	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2260904	9785402017825	Азбукварик колесо фортуны тайны нашей планеты /36 #2	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
1956485	9785402014589	Азбукварик колесо фортуны человек и все о нем /36	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2272011	9785402017863	Азбукварик колесо фортуны человек и все о нем /36 #2	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
677538	9785402007079	Азбукварик красный! желтый! зеленый! /28	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
1965361	9785402003378	Азбукварик крутые гонки (живые машинки)	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
677539	9785402011380	Азбукварик кто самый умный? /20	331286	Игрушки (folder)/Игра обучающая и развивающая	1224661	Азбукварик (Белфакс)
1657101	9785402014848	Азбукварик кто самый умный? /20 #2	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2222377	9785402017740	Азбукварик кто самый умный? электронная игровая книга/20	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
1956486	9785490001669	Азбукварик кто я? жители пруда /32	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657102	9785490001447	Азбукварик кто я? лесные обитатели /32	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1956487	9785490001829	Азбукварик кто я? пернатые друзья /32	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
1657103	9785490001430	Азбукварик кто я? шумные соседи /32	1	Неклассифицированные/default	1224661	Азбукварик (Белфакс)
2238952	9785490002369	Азбукварик кувшинка	472873	Полиграфия (folder)/Книги детские	1224661	Азбукварик (Белфакс)
1773285	9785402015418	Азбукварик ладушки книга с песенкой антошка /40	205408	Полиграфия (folder)/Книги	1224661	Азбукварик (Белфакс)
