ID	UPCEAN	Name	CategoryID	CategoryName	BrandID	BrandName
1746579	886361068589	Taryn Rose women's thelma bootie,Black,8.5 m us	15348	Одежда и обувь (folder)/Обувь (folder)/Обувь	0	
4716170	014381003222	Tarz&Jane-cheetah&boy/tarzun&the Valley of lust (DVD)	1	Неклассифицированные/default	0	
4716171	786936264524	Tarzan (Special edition)	1	Неклассифицированные/default	0	
2691442	5350010009643	Tarzan - 1949-1950-1951-1952-1953-barke pelicula 1000964	4093300	Медиа (folder)/Media	0	
2691443	5340010008869	Tarzan - de coleccion-12 dvds-pelicula 1000886	4093300	Медиа (folder)/Media	0	
4716172	796019759595	Tarzan 2in1 DVD	1	Неклассифицированные/default	0	
4716173	081370019212	Tarzan bbath	1	Неклассифицированные/default	0	
4716174	012569835177	Tarzan collection starring Johnny weissmuller-vo2 (DVD/3 disc)	1	Неклассифицированные/default	0	
1624031	070992325290	Tarzan magazine	1	Неклассифицированные/default	0	
4716175	012569731189	Tarzan the ape man-1981/10 (DVD/dbfe)	1	Неклассифицированные/default	0	
4716176	089218490599	Tarzan the fearless/tarzan&the trappers (DVD)	1	Неклассифицированные/default	0	
4716177	785604207825	Tarzan the fearless/tarzans revenge (DVD)	1	Неклассифицированные/default	0	
1992691	845830038317	Tarzan thong assorted	1980175	Adult/Lingerie	0	
1992670	845830045087	Tarzan thong small (d)	363351	Adult/Sex-Shop	0	
4716178	028000615246	Tarzan treats flrstnd 2oz	1	Неклассифицированные/default	0	
4716179	028000348571	Tarzan treats flrstnd 2oz 144ct	1	Неклассифицированные/default	0	
4716180	089218528797	Tarzan&Green goddess (DVD/b&w/1938)	1	Неклассифицированные/default	0	
4716181	786936164947	Tarzan&Jane DVD	1	Неклассифицированные/default	0	
1988566	8711808691049	Tarzan&Jane the Game	1980280	Adult/Adult Games	0	
4716182	786936164770	Tarzan&Jane vhs	1	Неклассифицированные/default	0	
4716183	089218511393	Tarzan&the Golden Lion (DVD)	1	Неклассифицированные/default	0	
4716184	025493574050	Tarzan-King of the jungle (DVD/5 disc/ff)	1	Неклассифицированные/default	0	
4716185	096009164997	Tarzan-v01 (DVD/3 movies)	1	Неклассифицированные/default	0	
4716186	096009165093	Tarzan-v02 (DVD/2 movies)	1	Неклассифицированные/default	0	
1993510	671241073704	Tarzana bra&g string 1x-3x (d)	363351	Adult/Sex-Shop	0	
4716187	617742204995	Tarzeena (DVD)	1	Неклассифицированные/default	0	
4715339	027200005772	Tar~ 8mg nicotine~o.7mg koolmixx08 featuring convertibles Menthol to sky mint cigarette	1	Неклассифицированные/default	0	
4716188	804531420456	Tas Baby bmboo shoot 19floz	1	Неклассифицированные/default	0	
2691444	4025112069550	Tas Cherry ehealth terminal st-2052 mkt+ USB (wh)	1	Неклассифицированные/default	218585	Toshiba
574499	4025112049934	Tas Cherry st1044ub chip-kartenleser USB	1	Неклассифицированные/default	0	
1509682	677008000013	Tas Hot/cold bag m-1 1ct	1	Неклассифицированные/default	0	
4716189	677008000020	Tas Hot/cold bag m-1 1ct 50ct	1	Неклассифицированные/default	0	
4716190	804531310801	Tas jackfruit strips 21floz	1	Неклассифицированные/default	0	
4716191	017321712000	Tas Lotus rootlets 15floz	1	Неклассифицированные/default	0	
4716192	804531513158	Tas Lotus rootlets 15floz #2	1	Неклассифицированные/default	0	
2672298	085854204095	Tas met wieltjes vnr217	1	Неклассифицированные/default	0	
658478	017321410500	Tas Rice Stick 400g	1	Неклассифицированные/default	0	
4716193	080453131070	Tas young cocnt strp	1	Неклассифицированные/default	0	
2219427	017321500454	Tas young Coconut Juice 10.5oz	17374	Продукты питания (folder)/Напитки безалкогольные/Сок	0	
658479	6281036871206	Tasali popcon cheddar 22g	1	Неклассифицированные/default	0	
658480	64973142	Tasbeeh	1	Неклассифицированные/default	0	
422713	098709276994	Tasca d almerita diamante passito igt glass 500ml	1	Неклассифицированные/default	0	
422714	098709275225	Tasca d almerita leone d almerita sicilia igt glass 750ml	1	Неклассифицированные/default	0	
422715	098709274907	Tasca d almerita nero d avola igt glass 750ml	1	Неклассифицированные/default	0	
422716	098709270107	Tasca d almerita regleali bianco glass 750ml	22133	Продукты питания (folder)/Алкогольные напитки/Вино (folder)/Вино	0	
422717	098709274501	Tasca d almerita Rose di regaleali sicilia igt glass 750ml	1	Неклассифицированные/default	0	
422718	098709276901	Tasca d almerita rosso Del conte doc glass 750ml	22133	Продукты питания (folder)/Алкогольные напитки/Вино (folder)/Вино	0	
1624032	098709275256	Tasca d' almerita lamuri nero d avola glass 750ml	1	Неклассифицированные/default	0	
422719	098709275201	Tasca d'almerita nozze d'oro glass 750ml	1	Неклассифицированные/default	0	
2400261	098709277779	Tasca tenuta regaleali grillo glass 750ml	1	Неклассифицированные/default	0	
